machine_id,timestamp,temperature_C,vibration_mm_s,rpm,current_A,status
CNC_01,2026-04-10 13:15:00+00:00,70.15,1.75,1471.0,12.54,running
CNC_01,2026-04-10 13:16:00+00:00,70.26,1.85,1485.0,12.53,running
CNC_01,2026-04-10 13:17:00+00:00,70.55,1.76,1465.0,12.76,running
CNC_01,2026-04-10 13:18:00+00:00,72.36,1.83,1471.0,12.4,running
CNC_01,2026-04-10 13:19:00+00:00,71.59,1.84,1492.0,12.28,running
CNC_01,2026-04-10 13:20:00+00:00,73.91,1.75,1498.0,12.2,running
CNC_01,2026-04-10 13:21:00+00:00,70.98,1.85,1466.0,12.44,running
CNC_01,2026-04-10 13:22:00+00:00,71.78,1.76,1489.0,12.76,running
CNC_01,2026-04-10 13:23:00+00:00,73.62,1.78,1481.0,12.31,running
CNC_01,2026-04-10 13:24:00+00:00,70.9,1.75,1500.0,12.79,running
CNC_01,2026-04-10 13:25:00+00:00,73.2,1.8,1480.0,12.52,running
CNC_01,2026-04-10 13:26:00+00:00,72.16,1.79,1464.0,12.22,running
CNC_01,2026-04-10 13:27:00+00:00,73.95,1.8,1500.0,12.25,running
CNC_01,2026-04-10 13:28:00+00:00,72.24,1.76,1469.0,12.15,running
CNC_01,2026-04-10 13:29:00+00:00,70.35,1.86,1472.0,12.58,running
CNC_01,2026-04-10 13:30:00+00:00,71.85,1.79,1481.0,12.27,running
CNC_01,2026-04-10 13:31:00+00:00,74.11,1.85,1491.0,12.48,running
CNC_01,2026-04-10 13:32:00+00:00,70.5,1.86,1473.0,12.16,running
CNC_01,2026-04-10 13:33:00+00:00,71.32,1.84,1485.0,12.69,running
CNC_01,2026-04-10 13:34:00+00:00,73.27,1.76,1499.0,12.45,running
CNC_01,2026-04-10 13:35:00+00:00,72.6,1.73,1502.0,12.34,running
CNC_01,2026-04-10 13:36:00+00:00,70.11,1.79,1464.0,12.24,running
CNC_01,2026-04-10 13:37:00+00:00,72.57,1.78,1499.0,12.36,running
CNC_01,2026-04-10 13:38:00+00:00,72.98,1.79,1487.0,12.57,running
CNC_01,2026-04-10 13:39:00+00:00,71.88,1.86,1473.0,12.26,running
CNC_01,2026-04-10 13:40:00+00:00,72.77,1.85,1460.0,12.46,running
CNC_01,2026-04-10 13:41:00+00:00,73.7,1.84,1502.0,12.52,running
CNC_01,2026-04-10 13:42:00+00:00,72.69,1.77,1500.0,12.4,running
CNC_01,2026-04-10 13:43:00+00:00,73.03,1.79,1483.0,12.66,running
CNC_01,2026-04-10 13:44:00+00:00,72.04,1.86,1476.0,12.61,running
CNC_01,2026-04-10 13:45:00+00:00,71.32,1.79,1477.0,12.22,running
CNC_01,2026-04-10 13:46:00+00:00,70.24,1.82,1487.0,12.62,running
CNC_01,2026-04-10 13:47:00+00:00,69.93,1.78,1467.0,12.71,running
CNC_01,2026-04-10 13:48:00+00:00,73.56,1.76,1487.0,12.22,running
CNC_01,2026-04-10 13:49:00+00:00,71.03,1.75,1470.0,12.63,running
CNC_01,2026-04-10 13:50:00+00:00,73.77,1.76,1482.0,12.65,running
CNC_01,2026-04-10 13:51:00+00:00,73.96,1.82,1469.0,12.59,running
CNC_01,2026-04-10 13:52:00+00:00,71.22,1.87,1476.0,12.64,running
CNC_01,2026-04-10 13:53:00+00:00,69.94,1.79,1497.0,12.58,running
CNC_01,2026-04-10 13:54:00+00:00,71.76,1.86,1496.0,12.37,running
CNC_01,2026-04-10 13:55:00+00:00,72.19,1.8,1486.0,12.38,running
CNC_01,2026-04-10 13:56:00+00:00,70.89,1.86,1499.0,12.76,running
CNC_01,2026-04-10 13:57:00+00:00,74.07,1.84,1492.0,12.7,running
CNC_01,2026-04-10 13:58:00+00:00,71.92,1.79,1468.0,12.61,running
CNC_01,2026-04-10 13:59:00+00:00,71.09,1.77,1484.0,12.43,running
CNC_01,2026-04-10 14:00:00+00:00,70.79,1.85,1496.0,12.25,running
CNC_01,2026-04-10 14:01:00+00:00,69.87,1.78,1493.0,12.75,running
CNC_01,2026-04-10 14:02:00+00:00,70.44,1.84,1463.0,12.42,running
CNC_01,2026-04-10 14:03:00+00:00,74.15,1.76,1465.0,12.44,running
CNC_01,2026-04-10 14:04:00+00:00,72.52,1.86,1501.0,12.18,running
CNC_01,2026-04-10 14:05:00+00:00,70.44,1.84,1470.0,12.79,running
CNC_01,2026-04-10 14:06:00+00:00,72.71,1.74,1495.0,12.26,running
CNC_01,2026-04-10 14:07:00+00:00,71.67,1.81,1480.0,12.64,running
CNC_01,2026-04-10 14:08:00+00:00,72.66,1.87,1502.0,12.51,running
CNC_01,2026-04-10 14:09:00+00:00,70.25,1.83,1501.0,12.36,running
CNC_01,2026-04-10 14:10:00+00:00,71.83,1.79,1460.0,12.63,running
CNC_01,2026-04-10 14:11:00+00:00,71.37,1.84,1495.0,12.74,running
CNC_01,2026-04-10 14:12:00+00:00,71.64,1.77,1491.0,12.73,running
CNC_01,2026-04-10 14:13:00+00:00,71.96,1.86,1464.0,12.78,running
CNC_01,2026-04-10 14:14:00+00:00,70.26,1.75,1482.0,12.18,running
CNC_01,2026-04-10 14:15:00+00:00,70.07,1.73,1477.0,12.71,running
CNC_01,2026-04-10 14:16:00+00:00,69.99,1.82,1494.0,12.25,running
CNC_01,2026-04-10 14:17:00+00:00,70.47,1.85,1494.0,12.53,running
CNC_01,2026-04-10 14:18:00+00:00,73.38,1.74,1475.0,12.68,running
CNC_01,2026-04-10 14:19:00+00:00,70.95,1.84,1480.0,12.69,running
CNC_01,2026-04-10 14:20:00+00:00,71.85,1.78,1468.0,12.28,running
CNC_01,2026-04-10 14:21:00+00:00,73.09,1.75,1462.0,12.26,running
CNC_01,2026-04-10 14:22:00+00:00,70.6,1.85,1475.0,12.87,running
CNC_01,2026-04-10 14:23:00+00:00,70.43,1.82,1478.0,12.42,running
CNC_01,2026-04-10 14:24:00+00:00,73.62,1.87,1497.0,12.27,running
CNC_01,2026-04-10 14:25:00+00:00,70.79,1.82,1471.0,12.68,running
CNC_01,2026-04-10 14:26:00+00:00,72.29,1.81,1495.0,12.66,running
CNC_01,2026-04-10 14:27:00+00:00,69.95,1.74,1485.0,12.49,running
CNC_01,2026-04-10 14:28:00+00:00,70.96,1.79,1491.0,12.74,running
CNC_01,2026-04-10 14:29:00+00:00,72.26,1.78,1470.0,12.52,running
CNC_01,2026-04-10 14:30:00+00:00,71.2,1.81,1488.0,12.17,running
CNC_01,2026-04-10 14:31:00+00:00,69.84,1.76,1498.0,12.61,running
CNC_01,2026-04-10 14:32:00+00:00,70.58,1.86,1479.0,12.48,running
CNC_01,2026-04-10 14:33:00+00:00,73.88,1.74,1467.0,12.56,running
CNC_01,2026-04-10 14:34:00+00:00,70.68,1.83,1467.0,12.2,running
CNC_01,2026-04-10 14:35:00+00:00,70.73,1.79,1466.0,12.23,running
CNC_01,2026-04-10 14:36:00+00:00,73.56,1.77,1474.0,12.17,running
CNC_01,2026-04-10 14:37:00+00:00,71.38,1.77,1485.0,12.28,running
CNC_01,2026-04-10 14:38:00+00:00,73.68,1.86,1462.0,12.21,running
CNC_01,2026-04-10 14:39:00+00:00,70.34,1.82,1463.0,12.76,running
CNC_01,2026-04-10 14:40:00+00:00,73.1,1.85,1481.0,12.87,running
CNC_01,2026-04-10 14:41:00+00:00,70.03,1.79,1472.0,12.84,running
CNC_01,2026-04-10 14:42:00+00:00,72.33,1.84,1465.0,12.86,running
CNC_01,2026-04-10 14:43:00+00:00,71.99,1.8,1501.0,12.41,running
CNC_01,2026-04-10 14:44:00+00:00,71.56,1.81,1463.0,12.37,running
CNC_01,2026-04-10 14:45:00+00:00,70.67,1.74,1496.0,12.57,running
CNC_01,2026-04-10 14:46:00+00:00,71.39,1.79,1477.0,12.6,running
CNC_01,2026-04-10 14:47:00+00:00,73.84,1.86,1475.0,12.37,running
CNC_01,2026-04-10 14:48:00+00:00,71.79,1.81,1478.0,12.62,running
CNC_01,2026-04-10 14:49:00+00:00,72.24,1.77,1473.0,12.41,running
CNC_01,2026-04-10 14:50:00+00:00,70.25,1.75,1490.0,12.42,running
CNC_01,2026-04-10 14:51:00+00:00,70.77,1.81,1491.0,12.32,running
CNC_01,2026-04-10 14:52:00+00:00,73.41,1.86,1484.0,12.63,running
CNC_01,2026-04-10 14:53:00+00:00,70.07,1.86,1475.0,12.82,running
CNC_01,2026-04-10 14:54:00+00:00,72.34,1.73,1460.0,12.64,running
CNC_01,2026-04-10 14:55:00+00:00,72.27,1.73,1491.0,12.76,running
CNC_01,2026-04-10 14:56:00+00:00,71.98,1.8,1458.0,12.71,running
